X1,Y1,X2,Y2,X3,Y3,X4,Y4
13.14571,407.5,13.14571,345.57999,13.14571,-660.76202,,
13.16571,355,13.16571,345.78,13.16571,-713.46204,,
13.18571,405,13.18571,345.98001,13.18571,-663.66205,,
13.20571,332.5,13.20571,346.17999,13.20571,-736.36206,,
13.22571,355,13.22571,346.39001,13.22571,-714.07208,,
13.24571,367.5,13.24571,346.59,13.24571,-701.77203,,
13.26571,385,13.26571,346.79001,13.26571,-684.47205,,
13.28571,342.5,13.28571,346.98999,13.28571,-727.17206,,
13.30571,317.5,13.30571,347.19,13.30571,-752.37207,,
13.32571,377.5,13.32571,347.39001,13.32571,-692.57208,,
13.34571,422.5,13.34571,347.59,13.34571,-647.77203,,
13.36571,330,13.36571,347.79001,13.36571,-740.47205,,
13.38571,322.5,13.38571,347.98999,13.38571,-748.17206,,
13.40571,327.5,13.40571,348.19,13.40571,-743.37207,,
13.42571,370,13.42571,348.39001,13.42571,-701.07208,,
13.44571,405,13.44571,348.59,13.44571,-666.27203,,
13.46571,435,13.46571,348.79999,13.46571,-636.48206,,
13.48571,380,13.48571,349,13.48571,-691.68207,,
13.50571,387.5,13.50571,349.20001,13.50571,-684.38208,,
13.52571,350,13.52571,349.39999,13.52571,-722.08203,,
13.54571,332.5,13.54571,349.60001,13.54571,-739.78204,,
13.56571,337.5,13.56571,349.79999,13.56571,-734.98206,,
13.58571,282.5,13.58571,350,13.58571,-790.18207,,
13.60571,430,13.60571,348.94,13.60571,-641.62207,,
13.62571,377.5,13.62571,347.88,13.62571,-693.06207,,
13.64571,367.5,13.64571,346.82001,13.64571,-702.00208,,
13.66571,352.5,13.66571,345.76001,13.66571,-715.94208,,
13.68571,372.5,13.68571,344.70001,13.68571,-694.88208,,
13.70571,337.5,13.70571,343.64001,13.70571,-728.82208,,
13.72571,390,13.72571,342.57999,13.72571,-675.26202,,
13.74571,350,13.74571,341.51999,13.74571,-714.20203,,
13.76571,307.5,13.76571,340.45001,13.76571,-755.63208,,
13.78571,337.5,13.78571,339.39001,13.78571,-724.57208,,
13.80571,350,13.80571,338.32999,13.80571,-711.01202,,
13.82571,307.5,13.82571,337.26999,13.82571,-752.45203,,
13.84571,345,13.84571,336.20999,13.84571,-713.89203,,
13.86571,375,13.86571,335.14999,13.86571,-682.83203,,
13.88571,392.5,13.88571,334.09,13.88571,-664.27203,,
13.90571,302.5,13.90571,333.03,13.90571,-753.21204,,
13.92571,307.5,13.92571,331.97,13.92571,-747.15204,,
13.94571,360,13.94571,330.91,13.94571,-693.59204,,
13.96571,302.5,13.96571,329.85001,13.96571,-750.03204,,
13.98571,367.5,13.98571,328.79001,13.98571,-683.97205,,
14.00571,317.5,14.00571,327.73001,14.00571,-732.91205,,
14.02571,287.5,14.02571,326.67001,14.02571,-761.85205,,
14.04571,332.5,14.04571,325.60999,14.04571,-715.79205,,
14.06571,302.5,14.06571,324.54999,14.06571,-744.73206,,
14.08571,365,14.08571,323.48001,14.08571,-681.16205,,
14.10571,335,14.10571,322.42001,14.10571,-710.10205,,
14.12571,405,14.12571,321.35999,14.12571,-639.04205,,
14.14571,332.5,14.14571,320.29999,14.14571,-710.48206,,
14.16571,315,14.16571,319.23999,14.16571,-726.92206,,
14.18571,307.5,14.18571,318.17999,14.18571,-733.36206,,
14.20571,360,14.20571,317.12,14.20571,-679.80206,,
14.22571,355,14.22571,316.06,14.22571,-683.74207,,
14.24571,325,14.24571,315,14.24571,-712.68207,,
14.26571,322.5,14.26571,313.94,14.26571,-714.12207,,
14.28571,282.5,14.28571,312.88,14.28571,-753.06207,,
14.30571,327.5,14.30571,311.82001,14.30571,-707.00208,,
14.32571,340,14.32571,310.76001,14.32571,-693.44208,,
14.34571,310,14.34571,309.70001,14.34571,-722.38208,,
14.36571,302.5,14.36571,308.64001,14.36571,-728.82208,,
14.38571,290,14.38571,307.57999,14.38571,-740.26202,,
14.40571,320,14.40571,306.51999,14.40571,-709.20203,,
14.42571,365,14.42571,305.45001,14.42571,-663.13208,,
14.44571,317.5,14.44571,304.39001,14.44571,-709.57208,,
14.46571,260,14.46571,303.32999,14.46571,-766.01202,,
14.48571,295,14.48571,302.26999,14.48571,-729.95203,,
14.50571,305,14.50571,301.20999,14.50571,-718.89203,,
14.52571,332.5,14.52571,300.14999,14.52571,-690.33203,,
14.54571,325,14.54571,299.09,14.54571,-696.77203,,
14.56571,340,14.56571,298.03,14.56571,-680.71204,,
14.58571,352.5,14.58571,296.97,14.58571,-667.15204,,
14.60571,327.5,14.60571,295.91,14.60571,-691.09204,,
14.62571,305,14.62571,294.85001,14.62571,-712.53204,,
14.64571,342.5,14.64571,293.79001,14.64571,-673.97205,,
14.66571,347.5,14.66571,292.73001,14.66571,-667.91205,,
14.68571,290,14.68571,291.67001,14.68571,-724.35205,,
14.70571,327.5,14.70571,290.60999,14.70571,-685.79205,,
14.72571,345,14.72571,289.54999,14.72571,-667.23206,,
14.74571,307.5,14.74571,288.48001,14.74571,-703.66205,,
14.76571,332.5,14.76571,287.42001,14.76571,-677.60205,,
14.78571,307.5,14.78571,286.35999,14.78571,-701.54205,,
14.80571,307.5,14.80571,285.29999,14.80571,-700.48206,,
14.82571,295,14.82571,284.23999,14.82571,-711.92206,,
14.84571,292.5,14.84571,283.17999,14.84571,-713.36206,,
14.86571,292.5,14.86571,282.12,14.86571,-712.30206,,
14.88571,302.5,14.88571,281.06,14.88571,-701.24207,,
14.90571,235,14.90571,280,14.90571,-767.68207,,
14.92571,302.5,14.92571,279.39999,14.92571,-699.58203,,
14.94571,282.5,14.94571,278.79999,14.94571,-718.98206,,
14.96571,305,14.96571,278.20001,14.96571,-695.88208,,
14.98571,320,14.98571,277.60001,14.98571,-680.28204,,
15.00571,322.5,15.00571,277,15.00571,-677.18207,,
15.02571,290,15.02571,276.39999,15.02571,-709.08203,,
15.04571,250,15.04571,275.79999,15.04571,-748.48206,,
15.06571,305,15.06571,275.20001,15.06571,-692.88208,,
15.08571,277.5,15.08571,274.60001,15.08571,-719.78204,,
15.10571,307.5,15.10571,274,15.10571,-689.18207,,
15.12571,295,15.12571,273.39001,15.12571,-701.07208,,
15.14571,327.5,15.14571,272.79001,15.14571,-667.97205,,
15.16571,327.5,15.16571,272.19,15.16571,-667.37207,,
15.18571,277.5,15.18571,271.59,15.18571,-716.77203,,
15.20571,287.5,15.20571,270.98999,15.20571,-706.17206,,
15.22571,357.5,15.22571,270.39001,15.22571,-635.57208,,
15.24571,267.5,15.24571,269.79001,15.24571,-724.97205,,
15.26571,325,15.26571,269.19,15.26571,-666.87207,,
15.28571,335,15.28571,268.59,15.28571,-656.27203,,
15.30571,295,15.30571,267.98999,15.30571,-695.67206,,
15.32571,237.5,15.32571,267.39001,15.32571,-752.57208,,
15.34571,285,15.34571,266.79001,15.34571,-704.47205,,
15.36571,272.5,15.36571,266.19,15.36571,-716.37207,,
15.38571,297.5,15.38571,265.59,15.38571,-690.77203,,
15.40571,257.5,15.40571,264.98999,15.40571,-730.17206,,
15.42571,242.5,15.42571,264.39001,15.42571,-744.57208,,
15.44571,285,15.44571,263.79001,15.44571,-701.47205,,
15.46571,305,15.46571,263.19,15.46571,-680.87207,,
15.48571,325,15.48571,262.59,15.48571,-660.27203,,
15.50571,280,15.50571,261.98999,15.50571,-704.67206,,
15.52571,272.5,15.52571,261.38,15.52571,-711.56207,,
15.54571,340,15.54571,260.78,15.54571,-643.46204,,
15.56571,247.5,15.56571,260.17999,15.56571,-735.36206,,
15.58571,285,15.58571,259.57999,15.58571,-697.26202,,
15.60571,270,15.60571,258.98001,15.60571,-711.66205,,
15.62571,315,15.62571,258.38,15.62571,-666.06207,,
15.64571,347.5,15.64571,257.78,15.64571,-632.96204,,
15.66571,287.5,15.66571,257.17999,15.66571,-692.36206,,
15.68571,300,15.68571,256.57999,15.68571,-679.26202,,
15.70571,325,15.70571,255.98,15.70571,-653.66205,,
15.72571,280,15.72571,255.38,15.72571,-698.06207,,
15.74571,265,15.74571,254.78,15.74571,-712.46204,,
15.76571,300,15.76571,254.17999,15.76571,-676.86206,,
15.78571,277.5,15.78571,253.58,15.78571,-698.76208,,
15.80571,292.5,15.80571,252.98,15.80571,-683.16205,,
15.82571,315,15.82571,252.38,15.82571,-660.06207,,
15.84571,305,15.84571,251.78,15.84571,-669.46204,,
15.86571,330,15.86571,251.17999,15.86571,-643.86206,,
15.88571,297.5,15.88571,250.58,15.88571,-675.76208,,
15.90571,280,15.90571,249.98,15.90571,-692.66205,,
15.92571,302.5,15.92571,249.38,15.92571,-669.56207,,
15.94571,260,15.94571,248.77,15.94571,-711.45209,,
15.96571,312.5,15.96571,248.17,15.96571,-658.35205,,
15.98571,272.5,15.98571,247.57001,15.98571,-697.75208,,
16.00571,262.5,16.00571,246.97,16.00571,-707.15204,,
16.02571,277.5,16.02571,246.37,16.02571,-691.55206,,
16.04571,292.5,16.04571,245.77,16.04571,-675.95209,,
16.06571,277.5,16.06571,245.17,16.06571,-690.35205,,
16.08571,287.5,16.08571,244.57001,16.08571,-679.75208,,
16.10571,265,16.10571,243.97,16.10571,-701.65204,,
16.12571,307.5,16.12571,243.37,16.12571,-658.55206,,
16.14571,255,16.14571,242.77,16.14571,-710.45209,,
16.16571,275,16.16571,242.17,16.16571,-689.85205,,
16.18571,307.5,16.18571,241.57001,16.18571,-656.75208,,
16.20571,295,16.20571,240.97,16.20571,-668.65204,,
16.22571,272.5,16.22571,240.37,16.22571,-690.55206,,
16.24571,255,16.24571,239.77,16.24571,-707.45209,,
16.26571,212.5,16.26571,239.17,16.26571,-749.35205,,
16.28571,250,16.28571,239.37,16.28571,-712.05206,,
16.30571,245,16.30571,239.57001,16.30571,-717.25208,,
16.32571,237.5,16.32571,239.75999,16.32571,-724.94208,,
16.34571,270,16.34571,239.96001,16.34571,-692.64209,,
16.36571,252.5,16.36571,240.16,16.36571,-710.34204,,
16.38571,287.5,16.38571,240.36,16.38571,-675.54205,,
16.40571,255,16.40571,240.56,16.40571,-708.24207,,
16.42571,262.5,16.42571,240.75999,16.42571,-700.94208,,
16.44571,227.5,16.44571,240.96001,16.44571,-736.14209,,
16.46571,245,16.46571,241.16,16.46571,-718.84204,,
16.48571,290,16.48571,241.36,16.48571,-674.04205,,
16.50571,232.5,16.50571,241.56,16.50571,-731.74207,,
16.52571,265,16.52571,241.75999,16.52571,-699.44208,,
16.54571,275,16.54571,241.96001,16.54571,-689.64209,,
16.56571,232.5,16.56571,242.16,16.56571,-732.34204,,
16.58571,242.5,16.58571,242.36,16.58571,-722.54205,,
16.60571,265,16.60571,242.55,16.60571,-700.23206,,
16.62571,257.5,16.62571,242.75,16.62571,-707.93207,,
16.64571,240,16.64571,242.95,16.64571,-725.63208,,
16.66571,270,16.66571,243.14999,16.66571,-695.83203,,
16.68571,267.5,16.68571,243.35001,16.68571,-698.53204,,
16.70571,270,16.70571,243.55,16.70571,-696.23206,,
16.72571,280,16.72571,243.75,16.72571,-686.43207,,
16.74571,237.5,16.74571,243.95,16.74571,-729.13208,,
16.76571,217.5,16.76571,244.14999,16.76571,-749.33203,,
16.78571,292.5,16.78571,244.35001,16.78571,-674.53204,,
16.80571,247.5,16.80571,244.55,16.80571,-719.73206,,
16.82571,225,16.82571,244.75,16.82571,-742.43207,,
16.84571,282.5,16.84571,244.95,16.84571,-685.13208,,
16.86571,287.5,16.86571,245.14,16.86571,-680.32208,,
16.88571,232.5,16.88571,245.34,16.88571,-735.52203,,
16.90571,220,16.90571,245.53999,16.90571,-748.22205,,
16.92571,257.5,16.92571,245.74001,16.92571,-710.92206,,
16.94571,255,16.94571,245.94,16.94571,-713.62207,,
16.96571,205,16.96571,246.14,16.96571,-763.82208,,
16.98571,240,16.98571,246.34,16.98571,-729.02203,,
17.00571,265,17.00571,246.53999,17.00571,-704.22205,,
17.02571,262.5,17.02571,246.74001,17.02571,-706.92206,,
17.04571,257.5,17.04571,246.94,17.04571,-712.12207,,
17.06571,257.5,17.06571,247.14,17.06571,-712.32208,,
17.08571,270,17.08571,247.34,17.08571,-700.02203,,
17.10571,252.5,17.10571,247.53999,17.10571,-717.72205,,
17.12571,210,17.12571,247.74001,17.12571,-760.42206,,
17.14571,215,17.14571,247.92999,17.14571,-755.61206,,
17.16571,285,17.16571,248.13,17.16571,-685.81207,,
17.18571,202.5,17.18571,248.33,17.18571,-768.51208,,
17.20571,257.5,17.20571,246.75,17.20571,-711.93207,,
17.22571,270,17.22571,245.16,17.22571,-697.84204,,
17.24571,275,17.24571,243.58,17.24571,-691.26208,,
17.26571,217.5,17.26571,241.99001,17.26571,-747.17206,,
17.28571,250,17.28571,240.39999,17.28571,-713.08203,,
17.30571,210,17.30571,238.82001,17.30571,-751.50208,,
17.32571,237.5,17.32571,237.23,17.32571,-722.41205,,
17.34571,257.5,17.34571,235.64999,17.34571,-700.83203,,
17.36571,292.5,17.36571,234.06,17.36571,-664.24207,,
17.38571,202.5,17.38571,232.47,17.38571,-752.65204,,
17.40571,217.5,17.40571,230.89,17.40571,-736.07208,,
17.42571,267.5,17.42571,229.3,17.42571,-684.48206,,
17.44571,232.5,17.44571,227.72,17.44571,-717.90204,,
17.46571,262.5,17.46571,226.13,17.46571,-686.31207,,
17.48571,227.5,17.48571,224.53999,17.48571,-719.72205,,
17.50571,222.5,17.50571,222.96001,17.50571,-723.14209,,
17.52571,222.5,17.52571,221.37,17.52571,-721.55206,,
17.54571,257.5,17.54571,219.78,17.54571,-684.96204,,
17.56571,202.5,17.56571,218.2,17.56571,-738.38208,,
17.58571,247.5,17.58571,216.61,17.58571,-691.79205,,
17.60571,237.5,17.60571,215.03,17.60571,-700.21204,,
17.62571,220,17.62571,213.44,17.62571,-716.12207,,
17.64571,262.5,17.64571,211.86,17.64571,-672.04205,,
17.66571,222.5,17.66571,210.27,17.66571,-710.45209,,
17.68571,247.5,17.68571,208.67999,17.68571,-683.86206,,
17.70571,265,17.70571,207.10001,17.70571,-664.78204,,
17.72571,230,17.72571,205.50999,17.72571,-698.19208,,
17.74571,270,17.74571,203.92,17.74571,-656.60205,,
17.76571,230,17.76571,202.34,17.76571,-695.02203,,
17.78571,227.5,17.78571,200.75,17.78571,-695.93207,,
17.80571,165,17.80571,199.17,17.80571,-756.85205,,
17.82571,205,17.82571,199.00999,17.82571,-716.69208,,
17.84571,237.5,17.84571,198.86,17.84571,-684.04205,,
17.86571,257.5,17.86571,198.71001,17.86571,-663.89209,,
17.88571,222.5,17.88571,198.55,17.88571,-698.73206,,
17.90571,270,17.90571,198.39999,17.90571,-651.08203,,
17.92571,257.5,17.92571,198.25,17.92571,-663.43207,,
17.94571,225,17.94571,198.09,17.94571,-695.77203,,
17.96571,225,17.96571,197.94,17.96571,-695.62207,,
17.98571,230,17.98571,197.78999,17.98571,-690.47205,,
18.00571,197.5,18.00571,197.63,18.00571,-722.81207,,
18.02571,180,18.02571,197.48,18.02571,-740.16205,,
18.04571,225,18.04571,197.33,18.04571,-695.01208,,
18.06571,225,18.06571,197.17,18.06571,-694.85205,,
18.08571,240,18.08571,197.02,18.08571,-679.70209,,
18.10571,255,18.10571,196.87,18.10571,-664.55206,,
18.12571,202.5,18.12571,196.71001,18.12571,-716.89209,,
18.14571,237.5,18.14571,196.56,18.14571,-681.74207,,
18.16571,217.5,18.16571,196.41,18.16571,-701.59204,,
18.18571,227.5,18.18571,196.25,18.18571,-691.43207,,
18.20571,212.5,18.20571,196.10001,18.20571,-706.28204,,
18.22571,237.5,18.22571,195.95,18.22571,-681.13208,,
18.24571,230,18.24571,195.8,18.24571,-688.48206,,
18.26571,225,18.26571,195.64,18.26571,-693.32208,,
18.28571,182.5,18.28571,195.49001,18.28571,-735.67206,,
18.30571,220,18.30571,195.34,18.30571,-698.02203,,
18.32571,202.5,18.32571,195.17999,18.32571,-715.36206,,
18.34571,212.5,18.34571,195.03,18.34571,-705.21204,,
18.36571,210,18.36571,194.88,18.36571,-707.56207,,
18.38571,222.5,18.38571,194.72,18.38571,-694.90204,,
18.40571,200,18.40571,194.57001,18.40571,-717.25208,,
18.42571,202.5,18.42571,194.42,18.42571,-714.60205,,
18.44571,257.5,18.44571,194.25999,18.44571,-659.44208,,
18.46571,205,18.46571,194.11,18.46571,-711.79205,,
18.48571,247.5,18.48571,193.96001,18.48571,-669.14209,,
18.50571,207.5,18.50571,193.8,18.50571,-708.98206,,
18.52571,187.5,18.52571,193.64999,18.52571,-728.83203,,
18.54571,260,18.54571,193.5,18.54571,-656.18207,,
18.56571,202.5,18.56571,193.34,18.56571,-713.52203,,
18.58571,202.5,18.58571,193.19,18.58571,-713.37207,,
18.60571,205,18.60571,193.03999,18.60571,-710.72205,,
18.62571,182.5,18.62571,192.88,18.62571,-733.06207,,
18.64571,212.5,18.64571,192.73,18.64571,-702.91205,,
