X1	Y1	NormalY1	X2	InterpolY2
128.127	2.47735	77.41719		
128.157	2.47698	77.40563		
128.188	2.47653	77.39156		
128.222	2.47664	77.395		
128.259	2.47675	77.39844		
128.295	2.4768	77.4		
128.329	2.47652	77.39125		
128.361	2.47635	77.38594		
128.386	2.47643	77.38844		
128.421	2.47636	77.38625		
128.458	2.47643	77.38844		
128.492	2.47649	77.39031		
128.523	2.47641	77.38781		
128.557	2.47626	77.38312		
128.597	2.47609	77.37781		
128.638	2.47616	77.38		
128.667	2.47625	77.38281		
128.694	2.47629	77.38406		
128.723	2.47629	77.38406		
128.76	2.47631	77.38469		
128.808	2.47599	77.37469		
128.836	2.47571	77.36594		
128.859	2.47577	77.36781		
128.887	2.47568	77.365		
128.931	2.47558	77.36187		
128.965	2.4754	77.35625		
128.997	2.47521	77.35031		
129.032	2.47502	77.34437		
129.071	2.47494	77.34188		
129.105	2.47501	77.34406		
129.129	2.47496	77.3425		
129.156	2.47501	77.34406		
129.192	2.47504	77.345		
129.229	2.47503	77.34469		
129.265	2.47513	77.34781		
129.299	2.47518	77.34937		
129.331	2.47525	77.35156		
129.354	2.47486	77.33938		
129.387	2.47459	77.33094		
129.425	2.47466	77.33312		
129.465	2.47459	77.33094		
129.497	2.47473	77.33531		
129.534	2.47478	77.33688		
129.571	2.47442	77.32562		
129.603	2.47401	77.31281		
129.62	2.47388	77.30875		
129.655	2.47399	77.31219		
129.694	2.474	77.3125		
129.725	2.47394	77.31062		
129.745	2.47367	77.30219		
129.803	2.47343	77.29469		
129.833	2.47346	77.29563		
129.86	2.47348	77.29625		
129.89	2.47342	77.29438		
129.928	2.47337	77.29281		
129.966	2.47331	77.29094		
129.991	2.47328	77.29		
130.014	2.47342	77.29438		
130.052	2.47357	77.29906		
130.088	2.47361	77.30031		
130.126	2.47328	77.29		
130.159	2.47297	77.28031		
130.186	2.47304	77.2825		
130.226	2.47314	77.28562		
130.256	2.47317	77.28656		
130.286	2.47289	77.27781		
130.32	2.47255	77.26719		
130.346	2.47249	77.26531		
130.387	2.47247	77.26469		
130.428	2.47251	77.26594		
130.462	2.47242	77.26313		
130.484	2.47212	77.25375		
130.521	2.47193	77.24781		
130.556	2.47197	77.24906		
130.587	2.4721	77.25313		
130.618	2.47212	77.25375		
130.654	2.47189	77.24656		
130.68	2.47196	77.24875		
130.704	2.47213	77.25406		
130.735	2.4721	77.25313		
130.779	2.4719	77.24687		
130.819	2.47152	77.235		
130.846	2.4714	77.23125		
130.871	2.47149	77.23406		
130.931	2.47156	77.23625		
130.96	2.47155	77.23594		
130.991	2.47146	77.23313		
131.025	2.47134	77.22938		
131.061	2.47118	77.22437		
131.088	2.47089	77.21531		
131.119	2.47065	77.20781		
131.153	2.47061	77.20656		
131.191	2.47069	77.20906		
131.218	2.47073	77.21031		
131.246	2.47084	77.21375		
131.283	2.47096	77.2175		
131.326	2.47085	77.21406		
131.354	2.47086	77.21438		
131.376	2.47101	77.21906		
131.408	2.47065	77.20781		
131.451	2.4703	77.19687		
131.476	2.47034	77.19813		
131.511	2.47036	77.19875		
131.549	2.47027	77.19594		
131.588	2.46987	77.18344		
131.619	2.46927	77.16469		
131.654	2.46916	77.16125		
131.689	2.46928	77.165		
131.722	2.46927	77.16469		
131.753	2.46939	77.16844		
131.799	2.46938	77.16813		
131.826	2.46931	77.16594		
131.85	2.46935	77.16719		
131.88	2.46939	77.16844		
131.922	2.4693	77.16563		
131.959	2.4689	77.15313		
131.996	2.46877	77.14906		
132.033	2.46883	77.15094		
132.051	2.46869	77.14656		
132.088	2.4687	77.14688		
132.128	2.46873	77.14781		
132.166	2.46845	77.13906		
132.195	2.46812	77.12875		
132.236	2.46817	77.13031		
132.263	2.46822	77.13188		
132.288	2.46809	77.12781		
132.32	2.46816	77.13		
132.363	2.46801	77.12531		
132.402	2.46768	77.115		
132.435	2.46769	77.11531		
132.47	2.46768	77.115		
132.496	2.46773	77.11656		
132.536	2.46781	77.11906		
132.57	2.46784	77.12		
132.598	2.46791	77.12219		
132.625	2.46795	77.12344		
132.657	2.46758	77.11187		
132.702	2.46728	77.1025		
132.746	2.4673	77.10312		
132.768	2.46731	77.10344		
132.8	2.46732	77.10375		
132.83	2.46738	77.10563		
132.867	2.46732	77.10375		
132.913	2.46706	77.09562		
132.932	2.46684	77.08875		
132.967	2.46676	77.08625		
133.004	2.46686	77.08938		
133.04	2.46692	77.09125		
133.07	2.46686	77.08938		
133.106	2.46687	77.08969		
133.139	2.46693	77.09156		
133.168	2.46692	77.09125		
133.196	2.46693	77.09156		
133.227	2.46689	77.09031		
133.266	2.46662	77.08187		
133.309	2.46644	77.07625		
133.339	2.46649	77.07781		
133.353	2.46631	77.07219		
133.396	2.46591	77.05969		
133.442	2.46586	77.05813		
133.475	2.46597	77.06156		
133.494	2.46594	77.06062		
133.521	2.46594	77.06062		
133.563	2.46579	77.05594		
133.609	2.46521	77.03781		
133.645	2.465	77.03125		
133.669	2.46539	77.04344		
133.694	2.46553	77.04781		
133.726	2.46514	77.03562		
133.763	2.4648	77.025		
133.796	2.4648	77.025		
133.831	2.46478	77.02438		
133.866	2.46483	77.02594		
133.896	2.46487	77.02719		
133.928	2.46481	77.02531		
133.963	2.46486	77.02687		
134.002	2.46486	77.02687		
134.039	2.46478	77.02438		
134.088	2.46473	77.02281		
134.104	2.46455	77.01719		
134.13	2.46441	77.01281		
134.174	2.46439	77.01219		
134.211	2.46436	77.01125		
134.243	2.4644	77.0125		
134.275	2.46435	77.01094		
134.307	2.46401	77.00031		
134.334	2.4638	76.99375		
134.36	2.46389	76.99656		
134.391	2.46397	76.99906		
134.424	2.46394	76.99813		
134.452	2.46392	76.9975		
134.493	2.46394	76.99813		
134.528	2.46393	76.99781		
134.563	2.46396	76.99875		
134.601	2.46399	76.99969		
134.638	2.46389	76.99656		
134.67	2.4635	76.98438		
134.697	2.46315	76.97344		
134.723	2.46321	76.97531		
134.757	2.46333	76.97906		
134.793	2.46337	76.98031		
134.829	2.46303	76.96969		
134.862	2.46269	76.95906		
134.891	2.46275	76.96094		
134.93	2.46275	76.96094		
134.966	2.4628	76.9625		
134.997	2.46247	76.95219		
135.025	2.46216	76.9425		
135.064	2.46218	76.94312		
135.095	2.46219	76.94344		
135.122	2.46215	76.94219		
135.157	2.46217	76.94281		
135.19	2.46224	76.945		
135.223	2.4623	76.94687		
135.253	2.46233	76.94781		
135.285	2.46228	76.94625		
135.333	2.4623	76.94687		
135.36	2.46209	76.94031		
135.391	2.4619	76.93438		
135.426	2.462	76.9375		
135.463	2.46203	76.93844		
135.485	2.46204	76.93875		
135.508	2.46204	76.93875		
135.548	2.46166	76.92688		
135.598	2.46138	76.91813		
135.628	2.46111	76.90969		
135.661	2.46082	76.90063		
135.696	2.46098	76.90563		
135.729	2.46108	76.90875		
135.746	2.46106	76.90812		
135.776	2.461	76.90625		
135.81	2.46098	76.90563		
135.843	2.46102	76.90687		
135.882	2.4611	76.90937		
135.922	2.46091	76.90344		
135.956	2.46057	76.89281		
135.983	2.46053	76.89156		
136.017	2.46056	76.8925		
136.047	2.46022	76.88188		
136.083	2.45996	76.87375		
136.121	2.46	76.875		
136.158	2.45964	76.86375		
136.194	2.45953	76.86031		
136.228	2.45978	76.86812		
136.264	2.45983	76.86969		
136.3	2.45987	76.87094		
136.313	2.45988	76.87125		
136.362	2.4599	76.87188		
136.4	2.45954	76.86062		
136.429	2.45919	76.84969		
136.463	2.45932	76.85375		
136.513	2.45948	76.85875		
136.534	2.45949	76.85906		
136.551	2.45948	76.85875		
136.594	2.45948	76.85875		
136.631	2.45956	76.86125		
136.666	2.45963	76.86344		
136.694	2.45933	76.85406		
136.721	2.45905	76.84531		
136.756	2.45902	76.84437		
136.795	2.45901	76.84406		
136.833	2.45898	76.84313		
136.867	2.45858	76.83062		
136.899	2.45823	76.81969		
136.929	2.45823	76.81969		
136.966	2.45815	76.81719		
137.002	2.45818	76.81812		
137.023	2.45826	76.82063		
137.064	2.45791	76.80969		
137.103	2.45756	76.79875		
137.135	2.45756	76.79875		
137.164	2.45759	76.79969		
137.19	2.45753	76.79781		
137.229	2.45739	76.79344		
137.266	2.4574	76.79375		
137.298	2.45754	76.79812		
137.33	2.45756	76.79875		
137.359	2.45756	76.79875		
137.392	2.45759	76.79969		
137.426	2.45725	76.78906		
137.46	2.45704	76.7825		
137.501	2.4571	76.78437		
137.541	2.4571	76.78437		
137.571	2.45723	76.78844		
137.592	2.45729	76.79031		
137.62	2.45687	76.77719		
137.661	2.45656	76.7675		
137.705	2.45661	76.76906		
137.744	2.45658	76.76812		
137.762	2.45656	76.7675		
137.795	2.4566	76.76875		
137.833	2.45665	76.77031		
137.868	2.45661	76.76906		
137.913	2.45652	76.76625		
137.936	2.45654	76.76687		
137.968	2.45664	76.77		
138.007	2.45653	76.76656		
138.039	2.45624	76.7575		
138.053	2.45602	76.75062		
138.099	2.45585	76.74531		
138.148	2.45578	76.74312		
138.162	2.45584	76.745		
138.196	2.4558	76.74375		
138.233	2.45558	76.73687		
138.267	2.45512	76.7225		
138.294	2.45484	76.71375		
138.322	2.455	76.71875		
138.358	2.45503	76.71969		
138.392	2.45505	76.72031		
138.425	2.45511	76.72219		
138.464	2.45511	76.72219		
138.494	2.45512	76.7225		
138.526	2.45477	76.71156		
138.56	2.4545	76.70313		
138.589	2.45452	76.70375		
138.625	2.45457	76.70531		
138.665	2.45463	76.70719		
138.693	2.45456	76.705		
138.704	2.45454	76.70437		
138.748	2.45462	76.70688		
138.79	2.45438	76.69938		
138.824	2.4541	76.69062		
138.846	2.45418	76.69312		
138.884	2.45421	76.69406		
138.92	2.45423	76.69469		
138.959	2.45409	76.69031		
138.998	2.45371	76.67844		
139.026	2.45351	76.67219		
139.065	2.45349	76.67156		
139.096	2.4535	76.67188		
139.122	2.4535	76.67188		
139.15	2.45322	76.66312		
139.186	2.45306	76.65812		
139.223	2.4532	76.6625		
139.258	2.45316	76.66125		
139.286	2.45299	76.65594		
139.316	2.45281	76.65031		
139.353	2.4527	76.64688		
139.384	2.45261	76.64406		
139.408	2.45257	76.64281		
139.453	2.45272	76.6475		
139.493	2.4528	76.65		
139.53	2.45284	76.65125		
139.562	2.45297	76.65531		
139.593	2.45263	76.64469		
139.622	2.4522	76.63125		
139.651	2.45215	76.62969		
139.683	2.45211	76.62844		
139.726	2.45218	76.63063		
139.752	2.45193	76.62281		
139.779	2.45164	76.61375		
139.809	2.45169	76.61531		
139.84	2.45172	76.61625		
139.867	2.45174	76.61688		
139.913	2.45165	76.61406		
139.951	2.45169	76.61531		
139.97	2.45178	76.61812		
140.005	2.4518	76.61875		
140.042	2.45182	76.61938		
140.077	2.45186	76.62063		
140.11	2.45174	76.61688		
140.136	2.45131	76.60344		
140.176	2.45119	76.59969		
140.22	2.45135	76.60469		
140.258	2.451	76.59375		
140.282	2.45061	76.58156		
140.316	2.45005	76.56406		
140.354	2.44985	76.55781		
140.389	2.45037	76.57406		
140.413	2.45073	76.58531		
140.433	2.45081	76.58781		
140.471	2.45082	76.58813		
140.51	2.45044	76.57625		
140.544	2.45011	76.56594		
140.582	2.45012	76.56625		
140.616	2.45003	76.56344		
140.654	2.44997	76.56156		
140.689	2.44999	76.56219		
140.709	2.44971	76.55344		
140.734	2.44935	76.54219		
140.782	2.44938	76.54313		
140.829	2.44957	76.54906		
140.848	2.44959	76.54969		
140.887	2.4496	76.55		
140.919	2.44967	76.55219		
140.947	2.44965	76.55156		
140.983	2.44965	76.55156		
141.047	2.44942	76.54438		
141.069	2.44915	76.53594		
141.09	2.44914	76.53562		
141.12	2.44917	76.53656		
141.163	2.44913	76.53531		
141.199	2.44883	76.52594		
141.238	2.44845	76.51406		
141.279	2.44835	76.51094		
141.311	2.4485	76.51563		
141.329	2.44846	76.51438		
141.367	2.44853	76.51656		
141.409	2.44815	76.50469		
141.435	2.4478	76.49375		
141.465	2.44784	76.495		
141.5	2.44801	76.50031		
141.532	2.44817	76.50531		
141.56	2.4482	76.50625		
141.601	2.44819	76.50594		
141.636	2.44805	76.50156		
141.663	2.44804	76.50125		
141.687	2.44784	76.495		
141.726	2.44753	76.48531		
141.771	2.44747	76.48344		
141.805	2.44742	76.48188		
141.827	2.44743	76.48219		
141.86	2.44746	76.48313		
141.898	2.44747	76.48344		
141.925	2.44717	76.47406		
141.954	2.44694	76.46688		
142.009	2.44652	76.45375		
142.042	2.4464	76.45		
142.072	2.44659	76.45594		
142.104	2.44651	76.45344		
142.138	2.44652	76.45375		
142.156	2.44657	76.45531		
142.202	2.44663	76.45719		
142.245	2.44671	76.45969		
142.277	2.44639	76.44969		
142.304	2.44607	76.43969		
142.33	2.44615	76.44219		
142.366	2.44621	76.44406		
142.407	2.44611	76.44094		
142.439	2.44607	76.43969		
142.475	2.44611	76.44094		
142.505	2.4462	76.44375		
142.537	2.44623	76.44469		
142.579	2.44597	76.43656		
142.606	2.44564	76.42625		
142.637	2.44565	76.42656		
142.667	2.4457	76.42812		
142.697	2.44569	76.42781		
142.74	2.44537	76.41781		
142.766	2.44506	76.40812		
142.804	2.44508	76.40875		
142.851	2.44503	76.40719		
142.877	2.44504	76.4075		
142.908	2.44516	76.41125		
142.938	2.4451	76.40937		
142.97	2.44511	76.40969		
142.994	2.44519	76.41219		
143.037	2.44533	76.41656		
143.07	2.44486	76.40187		
143.098	2.44464	76.395		
143.124	2.44474	76.39812		
143.162	2.44434	76.38563		
143.198	2.44416	76.38		
143.223	2.44414	76.37937		
143.247	2.44417	76.38031		
143.29	2.44423	76.38219		
143.329	2.44383	76.36969		
143.372	2.44358	76.36187		
143.411	2.4436	76.3625		
143.432	2.44359	76.36219		
143.441	2.44369	76.36531		
143.481	2.44379	76.36844		
143.529	2.44383	76.36969		
143.555	2.44379	76.36844		
143.593	2.44367	76.36469		
143.626	2.44337	76.35531		
143.665	2.44323	76.35094		
143.702	2.44324	76.35125		
143.74	2.44321	76.35031		
143.767	2.44317	76.34906		
143.795	2.44285	76.33906		
143.831	2.44263	76.33219		
143.874	2.44265	76.33281		
143.899	2.44259	76.33094		
143.929	2.44264	76.3325		
143.966	2.44212	76.31625		
143.996	2.44193	76.31031		
144.023	2.44198	76.31188		
144.063	2.44213	76.31656		
144.106	2.44222	76.31937		
144.138	2.44218	76.31812		
144.157	2.44216	76.3175		
144.193	2.44224	76.32		
144.227	2.44214	76.31688		
144.256	2.44178	76.30563		
144.307	2.44158	76.29937		
144.341	2.44169	76.30281		
144.362	2.4417	76.30312		
144.383	2.44175	76.30469		
144.423	2.44177	76.30531		
144.46	2.44131	76.29094		
144.496	2.44115	76.28594		
144.52	2.44117	76.28656		
144.549	2.44061	76.26906		
144.587	2.44002	76.25062		
144.612	2.44035	76.26094		
144.638	2.44059	76.26844		
144.678	2.44051	76.26594		
144.71	2.44045	76.26406		
144.753	2.44047	76.26469		
144.794	2.44038	76.26188		
144.828	2.44035	76.26094		
144.834	2.44003	76.25094		
144.881	2.4398	76.24375		
144.92	2.43984	76.245		
144.952	2.43996	76.24875		
144.989	2.44005	76.25156		
145.029	2.44012	76.25375		
145.064	2.43984	76.245		
145.096	2.4395	76.23438		
145.113	2.43942	76.23188		
145.142	2.43938	76.23063		
145.169	2.43931	76.22844		
145.215	2.43937	76.23031		
145.257	2.43938	76.23063		
145.308	2.43938	76.23063		
145.331	2.43908	76.22125		
145.36	2.43887	76.21469		
145.407	2.43883	76.21344		
145.445	2.43888	76.215		
145.474	2.43895	76.21719		
145.497	2.43859	76.20594		
145.523	2.43835	76.19844		
145.568	2.43836	76.19875		
145.598	2.43845	76.20156		
145.627	2.43849	76.20281		
145.661	2.4385	76.20313		
145.7	2.43861	76.20656		
145.737	2.43867	76.20844		
145.774	2.43875	76.21094		
145.807	2.43836	76.19875		
145.829	2.43806	76.18937		
145.856	2.43813	76.19156		
145.89	2.43832	76.1975		
145.935	2.43795	76.18594		
145.977	2.43764	76.17625		
146.008	2.43763	76.17594		
146.033	2.43759	76.17469		
146.06	2.43752	76.1725		
146.095	2.43755	76.17344		
146.145	2.43766	76.17688		
146.163	2.4377	76.17812		
146.192	2.43763	76.17594		
146.226	2.43754	76.17312		
146.25	2.43756	76.17375		
146.291	2.43726	76.16438		
146.325	2.43671	76.14719		
146.362	2.43636	76.13625		
146.401	2.4363	76.13438		
146.458	2.43623	76.13219		
146.472	2.43617	76.13031		
146.495	2.43631	76.13469		
146.535	2.43639	76.13719		
146.572	2.4364	76.1375		
146.592	2.43648	76.14		
146.621	2.43633	76.13531		
146.655	2.43593	76.12281		
146.691	2.43589	76.12156		
146.75	2.43593	76.12281		
146.782	2.43601	76.12531		
146.806	2.43591	76.12219		
146.841	2.43587	76.12094		
146.863	2.43598	76.12438		
146.903	2.4355	76.10938		
146.946	2.43528	76.1025		
146.986	2.43542	76.10688		
147.008	2.43542	76.10688		
147.043	2.43543	76.10719		
147.075	2.4355	76.10938		
147.103	2.43523	76.10094		
147.121	2.43495	76.09219		
147.167	2.43494	76.09188		
147.209	2.43503	76.09469		
147.233	2.43477	76.08656		
147.273	2.43466	76.08312		
147.312	2.43477	76.08656		
147.344	2.43496	76.0925		
147.376	2.4346	76.08125		
147.408	2.4343	76.07187		
147.422	2.43423	76.06969		
147.464	2.43423	76.06969		
147.507	2.43432	76.0725		
147.538	2.43439	76.07469		
147.567	2.4341	76.06562		
147.595	2.43373	76.05406		
147.623	2.43364	76.05125		
147.654	2.43372	76.05375		
147.691	2.43384	76.0575		
147.724	2.43384	76.0575		
147.756	2.43361	76.05031		
147.789	2.43357	76.04906		
147.823	2.43366	76.05188		
147.862	2.43377	76.05531		
147.897	2.43332	76.04125		
147.925	2.43301	76.03156		
147.951	2.43313	76.03531		
147.992	2.43312	76.035		
148.029	2.43324	76.03875		
148.064	2.43294	76.02938		
148.093	2.43269	76.02156		
148.115	2.43265	76.02031		
148.164	2.43262	76.01937		
148.2	2.4326	76.01875		
148.225	2.43269	76.02156		
148.267	2.43271	76.02219		
148.298	2.43259	76.01844		
148.339	2.43263	76.01969		
148.37	2.43268	76.02125		
148.381	2.4324	76.0125		
148.419	2.43217	76.00531		
148.462	2.43222	76.00688		
148.503	2.43191	75.99719		
148.533	2.43147	75.98344		
148.563	2.43152	75.985		
148.589	2.43155	75.98594		
148.62	2.43156	75.98625		
148.657	2.43165	75.98906		
148.686	2.43166	75.98937		
148.722	2.43171	75.99094		
148.753	2.43167	75.98969		
148.781	2.43152	75.985		
148.813	2.43153	75.98531		
148.838	2.43156	75.98625		
148.88	2.43112	75.9725		
148.927	2.43085	75.96406		
148.968	2.43095	75.96719		
148.991	2.43097	75.96781		
149.018	2.43064	75.9575		
149.059	2.43053	75.95406		
149.107	2.43048	75.9525		
149.138	2.43045	75.95156		
149.163	2.42954	75.92312		
149.193	2.42947	75.92094		
149.227	2.42972	75.92875		
149.252	2.42971	75.92844		
149.277	2.42976	75.93		
149.315	2.4298	75.93125		
149.358	2.42975	75.92969		
149.406	2.42961	75.92531		
149.425	2.42935	75.91719		
149.457	2.42929	75.91531		
149.494	2.4293	75.91563		
149.529	2.42923	75.91344		
149.565	2.42884	75.90125		
149.591	2.42861	75.89406		
149.616	2.42866	75.89562		
149.648	2.42881	75.90031		
149.688	2.42885	75.90156		
149.733	2.42874	75.89812		
149.761	2.42877	75.89906		
149.78	2.42854	75.89187		
149.824	2.42829	75.88406		
149.858	2.42815	75.87969		
149.89	2.42818	75.88063		
149.933	2.42811	75.87844		
149.977	2.4282	75.88125		
149.985	2.42834	75.88563		
150.013	2.42844	75.88875		
150.054	2.42804	75.87625		
150.105	2.42774	75.86687		
150.13	2.42767	75.86469		
150.158	2.42779	75.86844		
150.199	2.42778	75.86812		
150.244	2.42773	75.86656		
150.263	2.42744	75.8575		
150.306	2.42737	75.85531		
150.343	2.42739	75.85594		
150.376	2.42728	75.8525		
150.414	2.42744	75.8575		
150.438	2.42742	75.85688		
150.469	2.42736	75.855		
150.506	2.42739	75.85594		
150.543	2.42739	75.85594		
150.575	2.42731	75.85344		
150.604	2.42731	75.85344		
150.639	2.42708	75.84625		
150.667	2.42674	75.83563		
150.699	2.42671	75.83469		
150.74	2.42626	75.82063		
150.771	2.42613	75.81656		
150.789	2.42629	75.82156		
150.823	2.42623	75.81969		
150.856	2.42606	75.81437		
150.895	2.42616	75.8175		
150.934	2.42628	75.82125		
150.964	2.42632	75.8225		
151.008	2.42618	75.81812		
151.047	2.42572	75.80375		
151.073	2.42576	75.805		
151.092	2.42578	75.80563		
151.128	2.42581	75.80656		
151.163	2.42576	75.805		
151.2	2.4254	75.79375		
151.237	2.42521	75.78781		
151.268	2.42523	75.78844		
151.295	2.42522	75.78812		
151.333	2.42501	75.78156		
151.372	2.42472	75.7725		
151.395	2.42451	75.76594		
151.433	2.42456	75.7675		
151.469	2.42464	75.77		
151.499	2.42471	75.77219		
151.523	2.42477	75.77406		
151.559	2.42473	75.77281		
151.594	2.42478	75.77438		
151.627	2.42435	75.76094		
151.663	2.4238	75.74375		
151.698	2.42353	75.73531		
151.728	2.4235	75.73437		
151.767	2.42357	75.73656		
151.815	2.42367	75.73969		
151.844	2.4237	75.74063		
151.88	2.42364	75.73875		
151.913	2.42373	75.74156		
151.937	2.42388	75.74625		
151.957	2.42377	75.74281		
151.997	2.42328	75.7275		
152.039	2.42308	75.72125		
152.074	2.42313	75.72281		
152.087	2.42311	75.72219		
152.126	2.42321	75.72531		
152.163	2.42291	75.71594		
152.198	2.42247	75.70219		
152.239	2.42247	75.70219		
152.286	2.42252	75.70375		
152.316	2.42254	75.70437		
152.341	2.42263	75.70719		
152.362	2.42272	75.71		
152.395	2.42275	75.71094		
152.427	2.42277	75.71156		
152.468	2.42249	75.70281		
152.514	2.42222	75.69437		
152.547	2.42216	75.6925		
152.57	2.422	75.6875		
152.592	2.42178	75.68063		
152.621	2.42158	75.67437		
152.667	2.42147	75.67094		
152.702	2.42153	75.67281		
152.733	2.42155	75.67344		
152.762	2.4215	75.67188		
152.787	2.42161	75.67531		
152.831	2.42175	75.67969		
152.864	2.42164	75.67625		
152.9	2.42131	75.66594		
152.942	2.42114	75.66062		
152.972	2.42112	75.66		
153.002	2.42112	75.66		
153.035	2.42083	75.65094		
153.07	2.42055	75.64219		
153.1	2.42059	75.64344		
153.122	2.4206	75.64375		
153.157	2.42062	75.64437		
153.198	2.42065	75.64531		
153.237	2.42065	75.64531		
153.268	2.42065	75.64531		
153.303	2.42064	75.645		
153.33	2.42037	75.63656		
153.348	2.42011	75.62844		
153.4	2.4202	75.63125		
153.433	2.42013	75.62906		
153.469	2.42006	75.62687		
153.509	2.41963	75.61344		
153.544	2.41942	75.60688		
153.574	2.41902	75.59437		
153.605	2.41878	75.58687		
153.637	2.41895	75.59219		
153.665	2.419	75.59375		
153.695	2.419	75.59375		
153.731	2.419	75.59375		
153.769	2.41907	75.59594		
153.804	2.41905	75.59531		
153.828	2.4187	75.58437		
153.864	2.41845	75.57656		
153.901	2.41851	75.57844		
153.934	2.4184	75.575		
153.972	2.41845	75.57656		
154.004	2.41839	75.57469		
154.032	2.41804	75.56375		
154.059	2.41792	75.56		
154.1	2.41794	75.56062		
154.135	2.41799	75.56219		
154.174	2.41799	75.56219		
154.207	2.41802	75.56312		
154.23	2.41802	75.56312		
154.255	2.418	75.5625		
154.295	2.41772	75.55375		
154.338	2.41739	75.54344		
154.374	2.41738	75.54313		
154.408	2.41748	75.54625		
154.441	2.41758	75.54937		
154.474	2.41757	75.54906		
154.507	2.41752	75.5475		
154.537	2.41711	75.53469		
154.57	2.41682	75.52563		
154.604	2.41687	75.52719		
154.641	2.41696	75.53		
154.685	2.41699	75.53094		
154.711	2.41697	75.53031		
154.736	2.41697	75.53031		
154.766	2.4169	75.52813		
154.807	2.41693	75.52906		
154.848	2.41673	75.52281		
154.885	2.41637	75.51156		
154.915	2.41621	75.50656		
154.946	2.41633	75.51031		
154.982	2.41624	75.5075		
155.021	2.41598	75.49938		
155.051	2.41584	75.495		
155.071	2.41577	75.49281		
155.115	2.41572	75.49125		
155.14	2.41573	75.49156		
155.17	2.41587	75.49594		
155.208	2.41601	75.50031		
155.251	2.41606	75.50187		
155.277	2.41602	75.50062		
155.302	2.41562	75.48812		
155.343	2.41531	75.47844		
155.398	2.41533	75.47906		
155.404	2.41529	75.47781		
155.435	2.41532	75.47875		
155.471	2.41483	75.46344		
155.507	2.41444	75.45125		
155.533	2.41442	75.45062		
155.573	2.41443	75.45094		
155.613	2.41445	75.45156		
155.648	2.4145	75.45313		
155.674	2.41451	75.45344		
155.707	2.41449	75.45281		
155.747	2.41403	75.43844		
155.785	2.41383	75.43219		
155.813	2.41385	75.43281		
155.83	2.41388	75.43375		
155.863	2.41395	75.43594		
155.902	2.41388	75.43375		
155.94	2.41337	75.41781		
155.961	2.41314	75.41062		
155.986	2.41321	75.41281		
156.023	2.41329	75.41531		
156.06	2.41349	75.42156		
156.122	2.41351	75.42219		
156.142	2.41345	75.42031		
156.169	2.41314	75.41062		
156.204	2.41282	75.40063		
156.232	2.41277	75.39906		
156.262	2.41275	75.39844		
156.303	2.41261	75.39406		
156.342	2.41255	75.39219		
156.35	2.41246	75.38938		
156.4	2.41249	75.39031		
156.438	2.41259	75.39344		
156.461	2.41227	75.38344		
156.495	2.41184	75.37		
156.516	2.41182	75.36938		
156.564	2.41186	75.37062		
156.609	2.41207	75.37719		
156.64	2.41232	75.385		
156.663	2.41242	75.38813		
156.708	2.4121	75.37812		
156.747	2.41185	75.37031		
156.778	2.41145	75.35781		
156.808	2.41111	75.34719		
156.836	2.4111	75.34688		
156.866	2.41107	75.34594		
156.899	2.41098	75.34313		
156.928	2.411	75.34375		
156.953	2.41104	75.345		
156.998	2.41091	75.34094		
157.035	2.41094	75.34188		
157.052	2.41109	75.34656		
157.111	2.4111	75.34688		
157.141	2.4111	75.34688		
157.168	2.41088	75.34		
157.203	2.41062	75.33187		
157.228	2.41054	75.32937		
157.27	2.41053	75.32906		
157.302	2.41055	75.32969		
157.327	2.41027	75.32094		
157.358	2.40995	75.31094		
157.389	2.4099	75.30938		
157.425	2.40957	75.29906		
157.466	2.40916	75.28625		
157.512	2.40906	75.28313		
157.53	2.40907	75.28344		
157.552	2.40919	75.28719		
157.593	2.40886	75.27687		
157.641	2.40834	75.26063		
157.653	2.40817	75.25531		
157.688	2.4084	75.2625		
157.718	2.40871	75.27219		
157.745	2.40841	75.26281		
157.787	2.40808	75.2525		
157.832	2.4082	75.25625		
157.862	2.40832	75.26		
157.887	2.4083	75.25938		
157.919	2.40832	75.26		
157.96	2.40832	75.26		
157.995	2.40838	75.26188		
158.02	2.40855	75.26719		
158.046	2.40832	75.26		
158.081	2.40792	75.2475		
158.118	2.4079	75.24688		
158.153	2.40803	75.25094		
158.184	2.40804	75.25125		
158.214	2.40797	75.24906		
158.25	2.40795	75.24844		
158.292	2.40758	75.23687		
158.336	2.40725	75.22656		
158.357	2.4073	75.22813		
158.384	2.40732	75.22875		
158.413	2.40737	75.23031		
158.453	2.4075	75.23437		
158.504	2.40749	75.23406		
158.532	2.40728	75.2275		
158.563	2.40701	75.21906		
158.592	2.40689	75.21531		
158.616	2.40695	75.21719		
158.654	2.40694	75.21688		
158.696	2.40655	75.20469		
158.724	2.40629	75.19656		
158.738	2.40631	75.19719		
158.781	2.40634	75.19813		
158.82	2.40643	75.20094		
158.857	2.40652	75.20375		
158.894	2.4065	75.20313		
158.932	2.40649	75.20281		
158.953	2.40616	75.1925		
158.995	2.40581	75.18156		
159.039	2.40591	75.18469		
159.046	2.40595	75.18594		
159.096	2.40582	75.18187		
159.136	2.40556	75.17375		
159.163	2.40535	75.16719		
159.193	2.40535	75.16719		
159.226	2.40534	75.16687		
159.26	2.4053	75.16563		
159.293	2.40501	75.15656		
